US States,Year,Ethnicity,Gender,Heart Disease Type,Age range,Data_Value/100_000 People
AL,1999.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,2125.18431372549
AL,1999.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,60.34915254237288
AL,1999.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,529.5019607843137
AL,1999.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,368.3898305084746
AL,1999.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,2841.447058823529
AL,1999.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,136.43898305084744
AL,1999.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,997.778431372549
AL,1999.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,47.749152542372876
AL,1999.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,585.8294117647059
AL,1999.0,Hispanic,Overall,All heart disease,Ages 35-64 years,75.5
AL,1999.0,Hispanic,Overall,All heart disease,Ages 65 years and older,837.36
AL,1999.0,Hispanic,Overall,All stroke,Ages 35-64 years,15.475
AL,1999.0,Hispanic,Overall,All stroke,Ages 65 years and older,258.84000000000003
AL,1999.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,80.87857142857142
AL,1999.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1065.56
AL,1999.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,53.300000000000004
AL,1999.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,574.26
AL,1999.0,Hispanic,Overall,Heart failure,Ages 35-64 years,9.239285714285714
AL,1999.0,Hispanic,Overall,Heart failure,Ages 65 years and older,291.41999999999996
AL,1999.0,Overall,Men,All heart disease,Ages 35-64 years,271.1134328358209
AL,1999.0,Overall,Men,All heart disease,Ages 65 years and older,2482.097014925373
AL,1999.0,Overall,Men,All stroke,Ages 35-64 years,37.289552238805975
AL,1999.0,Overall,Men,All stroke,Ages 65 years and older,503.73880597014926
AL,1999.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,324.144776119403
AL,1999.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,3126.331343283582
AL,1999.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,159.49850746268658
AL,1999.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,1394.2805970149254
AL,1999.0,Overall,Men,Heart failure,Ages 35-64 years,40.61044776119403
AL,1999.0,Overall,Men,Heart failure,Ages 65 years and older,789.3358208955224
AL,1999.0,Overall,Overall,All heart disease,Ages 35-64 years,194.95074626865673
AL,1999.0,Overall,Overall,All heart disease,Ages 65 years and older,2051.723880597015
AL,1999.0,Overall,Overall,All stroke,Ages 35-64 years,31.026865671641794
AL,1999.0,Overall,Overall,All stroke,Ages 65 years and older,488.9925373134328
AL,1999.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,238.38358208955225
AL,1999.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2677.234328358209
AL,1999.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,107.8179104477612
AL,1999.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,1092.5492537313432
AL,1999.0,Overall,Overall,Heart failure,Ages 35-64 years,31.66268656716418
AL,1999.0,Overall,Overall,Heart failure,Ages 65 years and older,702.6641791044776
AL,1999.0,Overall,Women,All heart disease,Ages 35-64 years,122.1776119402985
AL,1999.0,Overall,Women,All heart disease,Ages 65 years and older,1797.2835820895523
AL,1999.0,Overall,Women,All stroke,Ages 35-64 years,27.30597014925373
AL,1999.0,Overall,Women,All stroke,Ages 65 years and older,478.7746268656717
AL,1999.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,157.8268656716418
AL,1999.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,2384.291044776119
AL,1999.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,60.93432835820895
AL,1999.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,897.8164179104477
AL,1999.0,Overall,Women,Heart failure,Ages 35-64 years,22.861194029850747
AL,1999.0,Overall,Women,Heart failure,Ages 65 years and older,648.9089552238806
AL,1999.0,White,Overall,All heart disease,Ages 35-64 years,161.4597014925373
AL,1999.0,White,Overall,All heart disease,Ages 65 years and older,2041.4666666666665
AL,1999.0,White,Overall,All stroke,Ages 35-64 years,21.61492537313433
AL,1999.0,White,Overall,All stroke,Ages 65 years and older,484.0090909090909
AL,1999.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,194.84029850746268
AL,1999.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2638.7439393939394
AL,1999.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,98.66417910447761
AL,1999.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,1123.5666666666666
AL,1999.0,White,Overall,Heart failure,Ages 35-64 years,25.67910447761194
AL,1999.0,White,Overall,Heart failure,Ages 65 years and older,735.8318181818182
AL,2000.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,92.82857142857142
AL,2000.0,American Indian/Alaska Native,Overall,All heart disease,Ages 65 years and older,1241.3
AL,2000.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,18.928571428571427
AL,2000.0,American Indian/Alaska Native,Overall,All stroke,Ages 65 years and older,290.1
AL,2000.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,96.67142857142858
AL,2000.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1496.4
AL,2000.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,57.67142857142857
AL,2000.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 65 years and older,634.6
AL,2000.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,12.1
AL,2000.0,American Indian/Alaska Native,Overall,Heart failure,Ages 65 years and older,272.9
AL,2000.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,38.35454545454545
AL,2000.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,804.375
AL,2000.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,14.427272727272726
AL,2000.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,310.425
AL,2000.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,57.82727272727273
AL,2000.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1140.375
AL,2000.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,30.263636363636362
AL,2000.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,558.275
AL,2000.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,4.709090909090909
AL,2000.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,214.175
AL,2000.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,279.3237288135593
AL,2000.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,2064.08431372549
AL,2000.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,60.94915254237288
AL,2000.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,542.4235294117647
AL,2000.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,364.53050847457627
AL,2000.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,2805.3313725490193
AL,2000.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,136.1627118644068
AL,2000.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,973.0039215686274
AL,2000.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,48.94915254237288
AL,2000.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,607.0196078431372
AL,2000.0,Hispanic,Overall,All heart disease,Ages 35-64 years,68.31785714285715
AL,2000.0,Hispanic,Overall,All heart disease,Ages 65 years and older,817.96
AL,2000.0,Hispanic,Overall,All stroke,Ages 35-64 years,15.842857142857143
AL,2000.0,Hispanic,Overall,All stroke,Ages 65 years and older,264.41999999999996
AL,2000.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,74.69642857142857
AL,2000.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,976.3799999999999
AL,2000.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,42.978571428571435
AL,2000.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,528.6600000000001
AL,2000.0,Hispanic,Overall,Heart failure,Ages 35-64 years,9.710714285714285
AL,2000.0,Hispanic,Overall,Heart failure,Ages 65 years and older,297.78000000000003
AL,2000.0,Overall,Men,All heart disease,Ages 35-64 years,263.34179104477613
AL,2000.0,Overall,Men,All heart disease,Ages 65 years and older,2422.1194029850744
AL,2000.0,Overall,Men,All stroke,Ages 35-64 years,37.66268656716418
AL,2000.0,Overall,Men,All stroke,Ages 65 years and older,498.85074626865674
AL,2000.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,318.86716417910446
AL,2000.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,3067.4298507462686
AL,2000.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,152.7089552238806
AL,2000.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,1351.7865671641791
AL,2000.0,Overall,Men,Heart failure,Ages 35-64 years,41.52985074626866
AL,2000.0,Overall,Men,Heart failure,Ages 65 years and older,806.2044776119402
AL,2000.0,Overall,Overall,All heart disease,Ages 35-64 years,191.04626865671642
AL,2000.0,Overall,Overall,All heart disease,Ages 65 years and older,2028.1552238805968
AL,2000.0,Overall,Overall,All stroke,Ages 35-64 years,31.52089552238806
AL,2000.0,Overall,Overall,All stroke,Ages 65 years and older,487.68208955223884
AL,2000.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,234.75522388059701
AL,2000.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2656.9955223880597
AL,2000.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,104.53432835820895
AL,2000.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,1059.5507462686567
AL,2000.0,Overall,Overall,Heart failure,Ages 35-64 years,31.614925373134326
AL,2000.0,Overall,Overall,Heart failure,Ages 65 years and older,725.8328358208955
AL,2000.0,Overall,Women,All heart disease,Ages 35-64 years,120.77164179104477
AL,2000.0,Overall,Women,All heart disease,Ages 65 years and older,1775.0059701492537
AL,2000.0,Overall,Women,All stroke,Ages 35-64 years,27.717910447761195
AL,2000.0,Overall,Women,All stroke,Ages 65 years and older,474.734328358209
AL,2000.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,156.75820895522386
AL,2000.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,2361.258208955224
AL,2000.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,59.9134328358209
AL,2000.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,868.2805970149254
AL,2000.0,Overall,Women,Heart failure,Ages 35-64 years,23.17910447761194
AL,2000.0,Overall,Women,Heart failure,Ages 65 years and older,671.8746268656716
AL,2000.0,White,Overall,All heart disease,Ages 35-64 years,158.75820895522386
AL,2000.0,White,Overall,All heart disease,Ages 65 years and older,2019.3681818181817
AL,2000.0,White,Overall,All stroke,Ages 35-64 years,22.117910447761194
AL,2000.0,White,Overall,All stroke,Ages 65 years and older,477.47727272727275
AL,2000.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,192.38358208955225
AL,2000.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2629.030303030303
AL,2000.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,94.83432835820895
AL,2000.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,1092.587878787879
AL,2000.0,White,Overall,Heart failure,Ages 35-64 years,25.292537313432835
AL,2000.0,White,Overall,Heart failure,Ages 65 years and older,762.6984848484848
AL,2001.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,92.67142857142858
AL,2001.0,American Indian/Alaska Native,Overall,All heart disease,Ages 65 years and older,1094.5
AL,2001.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,15.742857142857144
AL,2001.0,American Indian/Alaska Native,Overall,All stroke,Ages 65 years and older,279.4
AL,2001.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,99.72857142857143
AL,2001.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1444.8
AL,2001.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,56.771428571428565
AL,2001.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 65 years and older,586.5
AL,2001.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,10.742857142857144
AL,2001.0,American Indian/Alaska Native,Overall,Heart failure,Ages 65 years and older,260.4
AL,2001.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,38.56363636363636
AL,2001.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,789.175
AL,2001.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,17.681818181818183
AL,2001.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,310.45
AL,2001.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,56.66363636363636
AL,2001.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1076.5
AL,2001.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,31.61818181818182
AL,2001.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,541.05
AL,2001.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,4.972727272727273
AL,2001.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,196.75
AL,2001.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,275.1322033898305
AL,2001.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,2065.127450980392
AL,2001.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,58.713559322033895
AL,2001.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,529.5294117647059
AL,2001.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,357.63389830508476
AL,2001.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,2774.209803921569
AL,2001.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,130.24067796610169
AL,2001.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,945.6549019607843
AL,2001.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,50.33728813559322
AL,2001.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,626.364705882353
AL,2001.0,Hispanic,Overall,All heart disease,Ages 35-64 years,65.3
AL,2001.0,Hispanic,Overall,All heart disease,Ages 65 years and older,796.4399999999999
AL,2001.0,Hispanic,Overall,All stroke,Ages 35-64 years,15.164285714285715
AL,2001.0,Hispanic,Overall,All stroke,Ages 65 years and older,261.86
AL,2001.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,70.72857142857143
AL,2001.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,950.3399999999999
AL,2001.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,39.535714285714285
AL,2001.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,504.43999999999994
AL,2001.0,Hispanic,Overall,Heart failure,Ages 35-64 years,8.635714285714286
AL,2001.0,Hispanic,Overall,Heart failure,Ages 65 years and older,280.08000000000004
AL,2001.0,Overall,Men,All heart disease,Ages 35-64 years,262.31940298507465
AL,2001.0,Overall,Men,All heart disease,Ages 65 years and older,2356.958208955224
AL,2001.0,Overall,Men,All stroke,Ages 35-64 years,36.06567164179105
AL,2001.0,Overall,Men,All stroke,Ages 65 years and older,475.4761194029851
AL,2001.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,312.5791044776119
AL,2001.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,2965.3283582089553
AL,2001.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,146.64328358208957
AL,2001.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,1272.4044776119404
AL,2001.0,Overall,Men,Heart failure,Ages 35-64 years,42.63134328358209
AL,2001.0,Overall,Men,Heart failure,Ages 65 years and older,806.3507462686567
AL,2001.0,Overall,Overall,All heart disease,Ages 35-64 years,188.41940298507464
AL,2001.0,Overall,Overall,All heart disease,Ages 65 years and older,1980.4880597014926
AL,2001.0,Overall,Overall,All stroke,Ages 35-64 years,30.85820895522388
AL,2001.0,Overall,Overall,All stroke,Ages 65 years and older,471.0611940298507
AL,2001.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,234.49701492537312
AL,2001.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2585.126865671642
AL,2001.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,101.64029850746267
AL,2001.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,1003.979104477612
AL,2001.0,Overall,Overall,Heart failure,Ages 35-64 years,33.38955223880597
AL,2001.0,Overall,Overall,Heart failure,Ages 65 years and older,735.0641791044776
AL,2001.0,Overall,Women,All heart disease,Ages 35-64 years,122.48059701492538
AL,2001.0,Overall,Women,All heart disease,Ages 65 years and older,1744.5089552238808
AL,2001.0,Overall,Women,All stroke,Ages 35-64 years,27.556716417910447
AL,2001.0,Overall,Women,All stroke,Ages 65 years and older,450.92985074626864
AL,2001.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,159.22537313432835
AL,2001.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,2308.5880597014925
AL,2001.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,58.54179104477612
AL,2001.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,820.8373134328358
AL,2001.0,Overall,Women,Heart failure,Ages 35-64 years,24.797014925373137
AL,2001.0,Overall,Women,Heart failure,Ages 65 years and older,682.5895522388059
AL,2001.0,White,Overall,All heart disease,Ages 35-64 years,159.8910447761194
AL,2001.0,White,Overall,All heart disease,Ages 65 years and older,1960.631818181818
AL,2001.0,White,Overall,All stroke,Ages 35-64 years,21.801492537313433
AL,2001.0,White,Overall,All stroke,Ages 65 years and older,459.8757575757576
AL,2001.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,192.24776119402986
AL,2001.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2544.8954545454544
AL,2001.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,92.17910447761194
AL,2001.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,1026.071212121212
AL,2001.0,White,Overall,Heart failure,Ages 35-64 years,26.880597014925375
AL,2001.0,White,Overall,Heart failure,Ages 65 years and older,766.1136363636364
AL,2002.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,78.7
AL,2002.0,American Indian/Alaska Native,Overall,All heart disease,Ages 65 years and older,1085.5
AL,2002.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,18.571428571428573
AL,2002.0,American Indian/Alaska Native,Overall,All stroke,Ages 65 years and older,267.5
AL,2002.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,99.55714285714285
AL,2002.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1490.3
AL,2002.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,51.44285714285714
AL,2002.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 65 years and older,619.9
AL,2002.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,13.957142857142857
AL,2002.0,American Indian/Alaska Native,Overall,Heart failure,Ages 65 years and older,311.9
AL,2002.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,37.31818181818182
AL,2002.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,769.375
AL,2002.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,16.445454545454545
AL,2002.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,272.025
AL,2002.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,55.2
AL,2002.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1036.9
AL,2002.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,30.818181818181817
AL,2002.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,517.0
AL,2002.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,5.0181818181818185
AL,2002.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,183.025
AL,2002.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,269.44237288135594
AL,2002.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,2033.7901960784313
AL,2002.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,59.19152542372882
AL,2002.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,553.643137254902
AL,2002.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,354.99152542372883
AL,2002.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,2823.5117647058823
AL,2002.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,124.90677966101696
AL,2002.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,931.4509803921569
AL,2002.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,50.103389830508476
AL,2002.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,606.778431372549
AL,2002.0,Hispanic,Overall,All heart disease,Ages 35-64 years,67.45714285714286
AL,2002.0,Hispanic,Overall,All heart disease,Ages 65 years and older,781.92
AL,2002.0,Hispanic,Overall,All stroke,Ages 35-64 years,14.928571428571429
AL,2002.0,Hispanic,Overall,All stroke,Ages 65 years and older,242.97999999999996
AL,2002.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,70.44285714285715
AL,2002.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,934.5799999999999
AL,2002.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,39.81071428571429
AL,2002.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,484.08000000000004
AL,2002.0,Hispanic,Overall,Heart failure,Ages 35-64 years,7.582142857142857
AL,2002.0,Hispanic,Overall,Heart failure,Ages 65 years and older,263.64
AL,2002.0,Overall,Men,All heart disease,Ages 35-64 years,258.6865671641791
AL,2002.0,Overall,Men,All heart disease,Ages 65 years and older,2328.8835820895524
AL,2002.0,Overall,Men,All stroke,Ages 35-64 years,36.27164179104477
AL,2002.0,Overall,Men,All stroke,Ages 65 years and older,481.81044776119404
AL,2002.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,311.38955223880595
AL,2002.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,2967.773134328358
AL,2002.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,142.3313432835821
AL,2002.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,1255.8641791044774
AL,2002.0,Overall,Men,Heart failure,Ages 35-64 years,40.80298507462687
AL,2002.0,Overall,Men,Heart failure,Ages 65 years and older,785.5014925373134
AL,2002.0,Overall,Overall,All heart disease,Ages 35-64 years,186.61940298507463
AL,2002.0,Overall,Overall,All heart disease,Ages 65 years and older,1971.3955223880596
AL,2002.0,Overall,Overall,All stroke,Ages 35-64 years,31.638805970149257
AL,2002.0,Overall,Overall,All stroke,Ages 65 years and older,481.5044776119403
AL,2002.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,233.2820895522388
AL,2002.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2583.0104477611944
AL,2002.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,98.4
AL,2002.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,980.1940298507462
AL,2002.0,Overall,Overall,Heart failure,Ages 35-64 years,32.15373134328358
AL,2002.0,Overall,Overall,Heart failure,Ages 65 years and older,709.579104477612
AL,2002.0,Overall,Women,All heart disease,Ages 35-64 years,121.57462686567165
AL,2002.0,Overall,Women,All heart disease,Ages 65 years and older,1740.131343283582
AL,2002.0,Overall,Women,All stroke,Ages 35-64 years,28.222388059701494
AL,2002.0,Overall,Women,All stroke,Ages 65 years and older,469.70597014925374
AL,2002.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,158.77611940298507
AL,2002.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,2314.938805970149
AL,2002.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,56.93283582089552
AL,2002.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,809.0880597014925
AL,2002.0,Overall,Women,Heart failure,Ages 35-64 years,23.297014925373137
AL,2002.0,Overall,Women,Heart failure,Ages 65 years and older,654.0701492537313
AL,2002.0,White,Overall,All heart disease,Ages 35-64 years,158.64776119402984
AL,2002.0,White,Overall,All heart disease,Ages 65 years and older,1951.5151515151515
AL,2002.0,White,Overall,All stroke,Ages 35-64 years,22.31044776119403
AL,2002.0,White,Overall,All stroke,Ages 65 years and older,466.619696969697
AL,2002.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,190.8313432835821
AL,2002.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,2522.1742424242425
AL,2002.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,89.08358208955224
AL,2002.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,998.2863636363636
AL,2002.0,White,Overall,Heart failure,Ages 35-64 years,25.03134328358209
AL,2002.0,White,Overall,Heart failure,Ages 65 years and older,736.3318181818182
AL,2003.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,98.42857142857143
AL,2003.0,American Indian/Alaska Native,Overall,All heart disease,Ages 65 years and older,1102.8
AL,2003.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,18.385714285714283
AL,2003.0,American Indian/Alaska Native,Overall,All stroke,Ages 65 years and older,217.2
AL,2003.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,115.45714285714284
AL,2003.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1476.4
AL,2003.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,64.77142857142857
AL,2003.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 65 years and older,617.8
AL,2003.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,16.17142857142857
AL,2003.0,American Indian/Alaska Native,Overall,Heart failure,Ages 65 years and older,288.3
AL,2003.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,36.54545454545455
AL,2003.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,761.15
